abase,vt. 使…谦卑；降低…的品格；降低…的地位
turn out,v. （以某种方式）发生；最后是；结果是 （尤指天气突然）变得（晴好） 原来是；结果发现 出席;参加;前去观看关掉，熄灭（电灯、煤气等） 出席;参加;前去观看生产；制造 （尤指把某人从其长期居住处）撵走，赶出，逐出 翻出；倒出 出席；参加；前去观看
turn the corner,"na. 转弯；度过危机；情形好转；拐过街角
 渡过难关；转危为安；拐弯"
view ... as ...,找不到解释
virtual currency, 虚拟货币；虚拟货币发行；虚拟流通
vote for,"na. 赞成；建议
 投票赞成；选举；投票选举"
warm up,"na. 加热；变暖；热中起来；作准备动作
 热身；暖身；热身运动"
watch over,"na. 监视；留心；看护
 看守；照看；照管"
win over,"na. 争取过来
 把…争取过来；战胜；战胜对方"
wish for,"v. 希望；想要
 愿望；希望得到；盼望"
with respect to,"na. 考虑到
 关于；至于；有关"
with regard to,"na. 关于；对于；为了答复；“in/with regard to”的变体
 至于；就…而言；至于，就"
in regard to,"na. “in regard of”的变体
 关于；至于；对于"
work up,"na. 刺激；煽动；刻苦完成；展开(故事的情节)
 激发；激起；逐步引起"
zeal for,"v. 热心于
 热衷；对……热心；热忱"
absurd,"n. 荒诞；荒诞作品
adj. 荒谬的；可笑的"
obscure,"adj. 昏暗的，朦胧的；晦涩的，不清楚的；隐蔽的；不著名的，无名的
vt. 使…模糊不清，掩盖；隐藏；使难理解
n. 某种模糊的或不清楚的东西"
obsolete,"adj. 废弃的；老式的
n. 废词；陈腐的人
vt. 淘汰；废弃"
accept,"vi. 承认；同意；承兑
vt. 接受；承认；承担；承兑；容纳"
admit,"vi. 承认；容许
vt. 承认；准许进入；可容纳"
admire,"vt. 钦佩；赞美
vi. 钦佩；称赞"
acquaint,vt. 使熟悉；使认识
account,"n. 账户；解释；账目，账单；理由；描述
vt. 认为；把…视为
vi. 解释；导致；报账"
amount,"n. 数量；总额，总数
vi. 总计，合计；相当于；共计；产生…结果"
alternate,"n. 替换物
adj. 交替的；轮流的
vt. 使交替；使轮流
vi. 交替；轮流"
alternative,"n. 二中择一；供替代的选择
adj. 供选择的；选择性的；交替的"
altitude,n. 高地；高度； 顶垂线；（等级和地位等的）高级；海拔
latitude,n. 纬度；界限；活动范围
attitude,n. 态度；看法；意见；姿势
gratitude,n. 感谢（的心情）；感激
apprehension,n. 理解；恐惧；逮捕；忧惧
comprehension,n. 理解；包含
arise,vi. 出现；上升；起立
raise,"n. 高地；上升；加薪
vt. 提高；筹集；养育；升起
vi. 上升"
rise,"n. 上升；高地；增加；出现
vt. 使…飞起；使…浮上水面
vi. 上升；增强；起立；高耸"
assumption,n. 假定；设想；担任；采取
presumption,n. 放肆，傲慢；推测
consumption,n. 消费；消耗；肺痨
resumption,n. 恢复；重新开始；取回；重获；恢复硬币支付
avenue,n. 大街；林荫大道；(达到某物的)途径，手段，方法，渠道
revenue,n. 税收，国家的收入；收益
barely,adv. 仅仅，勉强；几乎不；公开地；贫乏地
rarely,adv. 很少地；难得；罕有地
capability,n. 才能，能力；性能，容量
capacity,n. 能力；容量；资格，地位；生产力
captive,"n. 俘虏；迷恋者
adj. 被俘虏的；被迷住的"
captivate,vt. 迷住，迷惑
capture,"n. 捕获；战利品，俘虏
vt. 俘获；夺得；捕捉，拍摄,录制"
classic,"n. 名著；经典著作；大艺术家
adj. 经典的；古典的，传统的；最优秀的"
classical,"n. 古典音乐
adj. 古典的；经典的；传统的；第一流的"
conflict,"n. 冲突，矛盾；斗争；争执
vi. 冲突，抵触；争执；战斗"
confrontation,n. 对抗；面对；对质
contract,"n. 合同；婚约
vt. 感染；订约；使缩短
vi. 收缩；感染；订约"
contrast,"n. 对比；差别；对照物
vt. 使对比；使与…对照
vi. 对比；形成对照"
contact,"n. 接触，联系
vt. 使接触，联系
vi. 使接触，联系"
consequently,adv. 因此；结果；所以
frequently,adv. 频繁地，经常地；时常，屡次
dash,"n. 破折号；冲撞
vi. 猛冲；撞击
vt. 使…破灭；猛撞；泼溅"
rash,"n.  皮疹；突然大量出现的事物
adj. 轻率的；鲁莽的；不顾后果的"
rush,"n. 冲进；匆促；急流；灯心草
adj. 急需的
vt. 使冲；突袭；匆忙地做；飞跃
vi. 冲；奔；闯；赶紧；涌现"
deliberate,"adj. 故意的；深思熟虑的；从容的
vt. 仔细考虑；商议"
delicate,adj. 微妙的；精美的，雅致的；柔和的；易碎的；纤弱的；清淡可口的
dedicate,vt. 致力；献身；题献
descend,"vi. 下降；下去；下来；遗传；屈尊
vt. 下去；沿…向下"
decline,"n. 下降；衰退；斜面
vt. 谢绝；婉拒
vi. 下降；衰落；谢绝"
deteriorate,"vi. 恶化，变坏
vt. 恶化"
depress,vt. 压抑；使沮丧；使萧条
destruction,n. 破坏，毁灭；摧毁
reduction,n. 减少；下降；缩小；还原反应
discard,"n. 抛弃；被丢弃的东西或人
vt. 抛弃；放弃；丢弃
vi. 放弃"
discern,"vt. 识别；领悟，认识
vi. 看清楚，辨别"
disperse,"vt. 分散；使散开；传播
adj. 分散的
vi. 分散"
disregard,"n. 忽视；不尊重
vt. 忽视；不理；漠视；不顾"
distinct,adj. 明显的；独特的；清楚的；有区别的
distinctive,adj. 有特色的，与众不同的
disturbance,n. 干扰；骚乱；忧虑
disharmony,n. 不一致；不调和；不融洽
efficiency,n. 效率；效能；功效
proficiency,n. 精通，熟练
emigrate,"vi. 移居；移居外国
vt. 移民"
immigrate,"vi. 移入
vt. 使移居入境"
migrate,"vi. 移动；随季节而移居；移往
vt. 使移居；使移植"
entrepreneur,n. 企业家；承包人；主办者
enterprise,n. 企业；事业；进取心；事业心
especially,adv. 特别；尤其；格外
specially,adv. 特别地；专门地
exceedingly,adv. 非常；极其；极度地；极端
excessively,adv. 过分地；极度
extensively,adv. 广阔地；广大地
exclusively,adv. 唯一地；专有地；排外地
exclusion,n. 排除；排斥；驱逐；被排除在外的事物
exception,n. 例外；异议
experience,"n. 经验；经历；体验
vt. 经验；经历；体验"
experiment,"n. 实验，试验；尝试
vi. 尝试；进行实验"
flash,"n. 闪光，闪现；一瞬间
adj. 闪光的，火速的
vt. 使闪光；反射
vi. 闪光，闪现；反射"
flare,"n. 加剧，恶化；底部展开；（鼻孔）张开的意思；闪光，闪耀；耀斑；爆发；照明弹
vi. 闪耀，闪光；燃烧；突然发怒
vt. 使闪耀；使张开；用发光信号发出；使外倾"
flush,"n. 激动，洋溢；面红；萌芽；旺盛；奔流
adj. 大量的；齐平的；丰足的，洋溢的；挥霍的
vt. 使齐平；发红，使发亮；用水冲洗；使激动
vi. 发红，脸红；奔涌；被冲洗"
historic,adj. 有历史意义的；历史上著名的
historical,adj. 历史的；史学的；基于史实的
illegal,"n. 非法移民，非法劳工
adj.  非法的；违法的；违反规则的"
illogical,adj. 不合逻辑的；不合常理的
imaginary,adj. 虚构的，假想的；想像的；虚数的
imaginative,adj. 富于想象的；有创造力的
imaginable,adj. 可能的；可想像的
impractical,adj. 不切实际的，不现实的；不能实行的
impracticable,adj. 行不通的；不能实行的
incompatible,"n. 互不相容的人或事物
adj. 不相容的；矛盾的；不能同时成立的"
incredible,adj. 难以置信的，惊人的
indefinite,adj. 不确定的；无限的；模糊的
indispensable,"n. 不可缺少之物；必不可少的人
adj. 不可缺少的；绝对必要的；责无旁贷的"
independently,adv. 独立地；自立地
individually,adv. 个别地，单独地
irrespectively,adv. 无关地
irregularly,adv. 不规则地；不整齐地
institute,"n. 学会，协会；学院
vt. 开始（调查）；制定；创立；提起（诉讼）"
institution,n. 制度；建立；（社会或宗教等）公共机构；习俗
instrument,n. 仪器；工具；乐器；手段；器械
intention,n. 意图；目的；意向；愈合
instinct,"n. 本能，直觉；天性
adj. 充满着的"
integrity,n. 完整；正直；诚实；廉正
intensity,n. 强度；强烈； 亮度；紧张
interference,n. 干扰，冲突；干涉
interruption,n. 中断；干扰；中断之事
intervention,n. 介入；调停；妨碍
interaction,"n. 相互作用； 交互作用
n. 互动"
intranet,n. 内联网；企业内部网
internet,n. 因特网
justify,"vi. 证明合法；整理版面
vt. 证明…是正当的；替…辩护"
testify,"vi. 作证；证明
vt. 证明，证实；作证"
verify,vt. 核实；查证
rectify,vt. 改正；精馏；整流
lose,"vt. 浪费；使沉溺于；使迷路；遗失；错过
vi. 失败；受损失"
loose,"adj. 宽松的；散漫的；不牢固的；不精确的
vt. 释放；开船；放枪
vi. 变松；开火
adv. 松散地
n. 放纵；放任；发射"
note,"n. 笔记；音符；票据；注解；纸币；便笺；照会；调子
vt. 注意；记录；注解"
notice,"n. 通知，布告；注意；公告
vt. 通知；注意到；留心
vi. 引起注意"
oppose,"vt. 反对；对抗，抗争
vi. 反对"
propose,"vi. 建议；求婚；打算
vt. 建议；打算，计划；求婚"
purpose,"n. 目的；用途；意志
vt. 决心；企图；打算"
overturn,"vt. 推翻；倾覆；破坏
vi. 推翻；倾覆
n. 倾覆；周转；破灭"
overtake,"vt. 赶上；压倒；突然来袭
vi. 超车"
principle,n. 原理，原则；主义，道义；本质，本义；根源，源泉
principal,"adj. 主要的；资本的
n. 首长；校长；资本；当事人"
proceed,"vi. 开始；继续进行；发生；行进
n. 收入，获利"
precede,"vt. 领先，在…之前；优于，高于
vi. 领先，在前面"
proportion,"n. 比例，占比；部分；面积；均衡
vt. 使成比例；使均衡；分摊"
percentage,n. 百分比；百分率，百分数
publicity,n. 宣传，宣扬；公开；广告；注意
popularity,n. 普及，流行；名气；受大众欢迎
peculiarity,n. 特性；特质；怪癖；奇特
penalty,n. 罚款，罚金；处罚
rate,"n. 比率，率；速度；价格；等级
vt. 认为；估价；责骂
vi. 责骂；被评价"
ratio,n. 比率，比例
recipient,"n. 容器，接受者；容纳者
adj. 容易接受的，感受性强的"
recipe,n. 食谱； 处方；秘诀；烹饪法
render,"n. 打底；交纳；粉刷
vt. 致使；提出；实施；着色；以…回报
vi. 给予补偿"
reckon,"vi. 估计；计算；猜想，料想
vt. 测算，估计；认为；计算"
revolt,"n. 反抗；叛乱；反感
vt. 使反感；使恶心
vi. 反抗；反叛；反感，厌恶"
revolve,"n. 旋转；循环；旋转舞台
vt. 使…旋转；使…循环；反复考虑
vi. 旋转；循环出现；反复考虑"
sentimental,adj. 伤感的；多愁善感的；感情用事的；寓有情感的
sensitive,"adj. 敏感的；感觉的； 灵敏的；感光的；易受伤害的；易受影响的
n. 敏感的人；有灵异能力的人"
similarly,adv. 同样地；类似于
simultaneously,adv. 同时地
stationary,"n. 不动的人；驻军
adj. 固定的；静止的；定居的；常备军的"
stationery,n. 文具；信纸
transaction,n. 交易；事务；办理；会报，学报
transmission,n. 传动装置， 变速器；传递；传送；播送
transformation,n.  转化；转换；改革；变形
transition,n. 过渡；转变； 转换；变调
simultaneously,adv. 同时地
spontaneously,adv. 自发地；自然地；不由自主地
solution,n. 解决方案；溶液；溶解；解答
conclusion,n. 结论；结局；推论
decision,n. 决定，决心；决议
determination,n. 决心；果断；测定
prospect,"n. 前途；预期；景色
vt. 勘探，勘察
vi. 勘探，找矿"
prediction,n. 预报；预言
prosperity,n. 繁荣，成功
amble,"n. （马的）缓行步态；漫步
vi. （马）缓行；从容漫步"
ample,adj. 丰富的；足够的；宽敞的
trample,"n. 蹂躏；践踏声
vi. 践踏；蔑视，伤害；脚步沉重地走
vt. 践踏；蔑视，伤害"
acid,"n. 酸；<俚>迷幻药
adj. 酸的；讽刺的；刻薄的"
acrid,adj. 辛辣的；苦的；刻薄的
arid,adj. 干旱的；不毛的， 荒芜的
avid,adj. 渴望的，贪婪的；热心的
avoid,vt. 避免；避开，躲避；消除
ax,"n. 斧头
vt. 削减；用斧修整；解雇"
axis,n. 轴；轴线；轴心国
bouquet,n. 花束；酒香
banquet,"n. 宴会，盛宴；宴请，款待
vt. 宴请，设宴款待
vi. 参加宴会"
cliff,n. 悬崖；绝壁
bluff,"n. 吓唬；绝壁；断崖
vi. 吓唬
adj. 直率的；陡峭的
vt. 吓唬；愚弄"
chart,"n. 图表；海图；图纸；排行榜
vt. 绘制…的图表；在海图上标出；详细计划；记录；记述；跟踪（进展或发展"
charter,"n. 宪章；执照；特许状
vt. 特许；包租；发给特许执照"
consult,"vi. 请教；商议；当顾问
vt. 查阅；商量；向…请教"
result,"n. 结果；成绩；答案；比赛结果
vi. 结果；导致；产生"
assault,"n. 攻击；袭击
vt. 攻击；袭击
vi. 袭击；动武"
discreet,adj. 谨慎的；小心的
discrete,"n. 分立元件；独立部件
adj. 离散的，不连续的"
conclusion,n. 结论；结局；推论
exclusion,n. 排除；排斥；驱逐；被排除在外的事物
expulsion,n. 驱逐；开除
consistent,adj. 始终如一的，一致的；坚持的
consistency,n.  一致性；稠度；相容性
bizarre,adj. 奇异的（指态度，容貌，款式等）
blizzard,"n. 暴风雪，大风雪；大打击
vi. 下暴风雪"
abroad,"n. 海外；异国
adj. 往国外的
adv. 在国外；到海外"
aboard,"prep. 在…上
adv. 在飞机上； 在船上；在火车上"
breach,"n. 违背，违反；缺口
vt. 违反，破坏；打破"
bleach,"n. 漂白剂
vt. 使漂白，使变白
vi. 变白，漂白"
bump,"n. 肿块，隆起物；撞击
vi. 碰撞，撞击；颠簸而行
vt. 碰，撞；颠簸
adv. 突然地，猛烈地"
dump,"n. 垃圾场；仓库；无秩序地累积
vt. 倾倒；倾卸；丢下，卸下；摆脱，扔弃；倾销
vi. 倒垃圾；突然跌倒或落下；卸货；转嫁（责任等）"
damp,"n. 潮湿，湿气
adj. 潮湿的
vt. 使潮湿；使阻尼；使沮丧，抑制
vi. 减幅，阻尼；变潮湿"
dumb,adj. 哑的，无说话能力的；不说话的，无声音的
cathedral,n. 大教堂
chapel,"n. 小礼拜堂，小教堂；礼拜
adj. 非国教的"
claim,"n. 要求；声称；索赔；断言；值得
vt. 要求；声称；需要；认领
vi. 提出要求"
clamor,"n. 喧闹，叫嚷；大声的要求
vt. 喧嚷着说出
vi. 喧嚷，发喧嚣声；持续地喊声"
clap,"n. 鼓掌；拍手声
vt. 拍手，鼓掌；轻轻拍打某人
vi. 鼓掌，拍手；啪地关上"
slap,"n. 掴；侮辱；掌击；拍打声
vt. 拍击；侮辱；掌击；掴…的耳光
vi. 掴；拍击
adv. 直接地；猛然地；恰好"
comparative,"n. 比较级；对手
adj. 比较的；相当的"
compatible,adj. 兼容的；能共处的；可并立的
complement,"n. 补语；余角；补足物
vt. 补足，补助"
compliment,"n. 恭维；称赞；问候；致意；道贺
vt. 恭维；称赞"
supplement,"vt. 增补，补充
n. 增补，补充；补充物；增刊，副刊"
implement,"n. 工具，器具；手段
vt. 实施，执行；实现，使生效"
component,"n. 成分；组件； 元件
adj. 组成的，构成的"
opponent,"n. 对手；反对者；敌手
adj. 对立的；敌对的"
comprehensive,"n. 综合学校；专业综合测验
adj. 综合的；广泛的；有理解力的"
comprehensible,adj. 可理解的
comprise,vt. 包含；由…组成
compromise,"n. 妥协，和解；折衷
vt. 妥协；危害
vi. 妥协；让步"
conclusive,adj. 决定性的；最后的；确实的；确定性的
inclusive,adj. 包括的，包含的
inconclusive,adj. 不确定的；非决定性的；无结果的
define,vt. 定义；使明确；规定
confine,"n. 界限，边界;约束；限制
vt. 限制；禁闭"
considerate,adj. 体贴的；体谅的；考虑周到的
considerable,adj. 相当大的；重要的，值得考虑的
instant,"n. 瞬间；立即；片刻
adj. 立即的；紧急的；紧迫的"
constant,"n.  常数；恒量
adj. 不变的；恒定的；经常的"
intention,n. 意图；目的；意向；愈合
contention,n. 争论，争辩；争夺；论点
specific,"n. 特性；细节；特效药
adj. 特殊的，特定的；明确的；详细的； 具有特效的"
special,"n. 特使，特派人员；特刊；特色菜；专车；特价商品
adj. 特别的；专门的，专用的"
particular,"n. 详细说明；个别项目
adj. 特别的；详细的；独有的；挑剔的"
peculiar,"n. 特权；特有财产
adj. 特殊的；独特的；奇怪的；罕见的"
proficient,"n. 精通；专家，能手
adj. 熟练的，精通的"
efficient,adj. 有效率的；有能力的；生效的
sufficient,adj. 足够的；充分的
expansive,adj. 广阔的；扩张的；豪爽的
expensive,adj. 昂贵的；花钱的
extensive,adj. 广泛的；大量的；广阔的
intensive,"n. 加强器
adj. 加强的；集中的；透彻的；加强语气的"
exposure,n. 暴露；曝光；揭露；陈列
extension,n. 延长；延期；扩大；伸展；电话分机
expansion,n. 膨胀；阐述；扩张物
instinct,"n. 本能，直觉；天性
adj. 充满着的"
extinct,"adj. 灭绝的，绝种的；熄灭的
vt. 使熄灭"
distinct,adj. 明显的；独特的；清楚的；有区别的
strip,"n. 带；条状；脱衣舞
vt. 剥夺；剥去；脱去衣服
vi. 脱去衣服"
stripe,"n. 条纹，斑纹；种类
vt. 加条纹于…"
strap,"n. 带；皮带；磨刀皮带；鞭打
vt. 用带捆绑；用皮条抽打；约束
vi. 精力旺盛地工作；受束缚"
sustain,vt. 维持；支撑，承担；忍受；供养；证实
attain,"n. 成就
vt. 达到，实现；获得；到达
vi. 达到；获得；到达"
retain,vt. 保持；雇；记住
genuine,adj. 真实的，真正的；诚恳的
genius,n. 天才，天赋；精神
acquire,vt. 获得；取得；学到；捕获
require,vt. 需要；要求；命令
inquire,"vi. 询问；查究；询价
vt. 询问；查究；问明"
crack,"n. 裂缝；声变；噼啪声
adj. 最好的；高明的
vi. 破裂；爆裂
vt. 使破裂；打开；变声"
crush,"n. 粉碎；迷恋；压榨；拥挤的人群
vt. 压碎；弄皱，变形；使…挤入
vi. 挤；被压碎"
crash,"n. 撞碎；坠毁；破产；轰隆声；睡觉
vi. 摔碎；坠落；发出隆隆声；(金融企业等)破产
vt. 打碎；使坠毁、撞坏；擅自闯入"
clash,"n. 冲突，不协调；碰撞声，铿锵声
vt. 使碰撞作声
vi. 冲突，抵触；砰地相碰撞，发出铿锵声"
craft,"n. 工艺；手艺；太空船
vt. 精巧地制作"
ensure,vt. 保证，确保；使安全
insure,"vt. 确保，保证；给…保险
vi. 确保；投保"
assure,vt. 保证；担保；使确信；弄清楚
secure,"vt. 保护；弄到；招致；缚住
adj. 安全的；无虑的；有把握的；稳当的
vi. 获得安全；船抛锚；停止工作"
command,"n. 指挥，控制；命令；司令部
vt. 命令，指挥；控制；远望
vi. 命令，指挥；控制"
demand,"n.  需求；要求；需要
vt. 要求；需要；查询
vi. 需要；请求；查问"
receive,"vt. 收到；接待；接纳
vi. 接收"
conceive,"vi. 怀孕；设想；考虑
vt. 怀孕；构思；以为；持有"
deceive,v. 欺骗；行骗
perceive,"vt. 察觉，感觉；理解；认知
vi. 感到，感知；认识到"
descent,"n. 下降；血统；袭击
vt. 除去…的气味；使…失去香味"
decent,adj. 正派的；得体的；相当好的
desert,"n. 沙漠；荒原；应得的赏罚
vt. 遗弃；放弃；逃跑
adj. 沙漠的；荒凉的；不毛的
vi. 遗弃；开小差；逃掉"
deserve,"vi. 应受，应得
vt. 应受，应得"
device,n. 装置；策略；图案
devise,"n. 遗赠
vt. 设计；想出；发明；图谋；遗赠给"
ethnic,adj. 种族的；人种的
ethics,n. 伦理学；伦理观；道德标准
adverse,adj. 不利的；相反的；敌对的（名词adverseness，副词adversely）
averse,adj. 反对的；不愿意的
proponent,n. 支持者；建议者；提出认证遗嘱者
component,"n. 成分；组件； 元件
adj. 组成的，构成的"
original,"n. 原件；原作；原物；原型
adj. 原始的；最初的；独创的；新颖的"
aboriginal,"n. 土著居民；土生生物
adj. 土著的；原始的"
compel,vt. 强迫，迫使；强使发生
dispel,vt. 驱散，驱逐；消除（烦恼等）
impel,vt. 推动；驱使；激励
repel,vt. 击退；抵制；使厌恶；使不愉快
consist,vi. 由…组成；在于；符合
persist,"vi. 存留，坚持；持续，固执
vt. 坚持说，反复说"
subsist,"vi. 存在；维持生活
vt. 供养"
immure,vt. 把…嵌在墙上；监禁，禁闭
immune,"n. 免疫者；免除者
adj. 免疫的；免于……的，免除的"
constitute,vt. 组成，构成；建立；任命
institute,"n. 学会，协会；学院
vt. 开始（调查）；制定；创立；提起（诉讼）"
substitute,"n. 代用品；代替者
vi. 替代
vt. 代替"
recipient,"n. 容器，接受者；容纳者
adj. 容易接受的，感受性强的"
incipient,adj. 初期的；初始的；起初的；发端的
accede,vi. 加入；同意；就任
concede,"vi. 让步
vt. 承认；退让；给予，容许"
recede,"vi. 后退；减弱
vt. 撤回"
precede,"vt. 领先，在…之前；优于，高于
vi. 领先，在前面"
concord,n. 和谐；和睦；一致；协调
accord,"n. 符合；一致；协议；自愿
vt. 使一致；给予
vi. 符合；一致"
compact,"n. 合同，契约；小粉盒
adj. 紧凑的，紧密的；简洁的
vt. 使简洁；使紧密结合"
impact,"vi. 影响；撞击；冲突；压紧（on，upon，with）
n. 影响；效果；碰撞；冲击力
vt. 挤入，压紧；撞击；对…产生影响"
invoke,vt. 调用；祈求；引起；恳求
evoke,vt. 引起，唤起；博得
provoke,vt. 驱使；激怒；煽动；惹起
revoke,"n. 有牌不跟
vt. 撤回，取消；废除
vi. 有牌不跟"
resolute,adj. 坚决的；果断的
dissolute,adj. 放荡的；风流的
subsequent,adj. 后来的，随后的
consequent,"n. 结果
adj. 随之发生的；作为结果的"
confess,"vi. 承认；坦白；忏悔；供认
vt. 承认；坦白；忏悔；供认"
profess,"vt. 自称；公开表示；宣称信奉；正式准予加入
vi. 声称；承认；当教授"
process,"n. 过程，进行；方法，步骤；作用；程序；推移
adj. 经过特殊加工（或处理）的
vt. 处理；加工
vi. 列队前进"
blend,"n. 混合；掺合物
vi. 混合；协调
vt. 混合"
bland,"adj. 乏味的；温和的；冷漠的
vt. 使…变得淡而无味；除掉…的特性
vi. 变得平淡无奇；丧失特性"
concept,n. 观念，概念
precept,n. 规则；格言；训诫；命令
conclusive,adj. 决定性的；最后的；确实的；确定性的
inclusive,adj. 包括的，包含的
flicker,"n. 闪烁；闪光；电影
vi. 闪烁；摇曳；颤动；扑动翅膀；假装昏倒
vt. 使闪烁；使摇曳"
fickle,adj. 浮躁的；易变的；变幻无常的
confer,"vt. 授予；给予
vi. 协商"
infer,"vi. 推断；作出推论
vt. 推断；推论"
commence,v. 开始；着手；<英>获得学位
commerce,n. 贸易；商业；商务
infinite,"n. 无限； 无穷大；无限的东西（如空间，时间）
adj. 无限的，无穷的；无数的；极大的"
affinity,n. 密切关系；吸引力；姻亲关系；类同
contact,"n. 接触，联系
vt. 使接触，联系
vi. 使接触，联系"
intact,adj. 完整的；原封不动的；未受损伤的
conflict,"n. 冲突，矛盾；斗争；争执
vi. 冲突，抵触；争执；战斗"
inflict,vt. 造成；使遭受（损伤、痛苦等）；给予（打击等）
abject,adj. 卑鄙的；可怜的；不幸的；（境况）凄惨的，绝望的
reject,"n. 被弃之物或人；次品
vt. 拒绝；排斥；抵制；丢弃"
eject,vt. 喷射；驱逐，逐出
deject,"adj. 沮丧的；气馁的
vt. 使…沮丧；使…灰心"
inject,vt. 注入；注射
object,"n. 目标；物体；客体；宾语
vt. 提出…作为反对的理由
vi. 反对；拒绝"
presume,"vi. 相信；擅自行为
vt. 假定；推测；擅自；意味着"
assume,"vt. 僭取；篡夺；夺取；擅用；侵占
vi. 假定；设想；承担；采取"
consume,"vt. 消耗，消费；使…着迷；挥霍
vi. 耗尽，毁灭；耗尽生命"
expire,"vi. 期满；终止；死亡；呼气
vt. 呼出（空气）"
aspire,vi. 渴望；立志；追求
perspire,"vt. 使流汗；分泌出
vi. 流汗；分泌；渗出"
litter,"n. 垃圾；轿，担架；一窝（动物的幼崽）；凌乱
vt. 乱丢；给…垫褥草；把…弄得乱七八糟
vi. 产仔；乱扔废弃物"
glitter,"vi. 闪光；闪烁
n. 闪光；灿烂"
philosophy,n. 哲学；哲理；人生观
psychology,n. 心理学；心理状态
philology,n. 文献学；语言学
dispute,"n. 辩论；争吵
vt. 辩论；怀疑；阻止；抗拒
vi. 争论"
disrepute,n. 不光彩，坏名声
drift,"n. 漂流，漂移；趋势；漂流物
vi. 漂流，漂移；漂泊
vt. 使…漂流；使…受风吹积"
draft,"n. 汇票；草稿；选派；（尤指房间、烟囱、炉子等供暖系统中的）（小股）气流
vt. 起草；制定；征募
vi. 拟稿；绘样；作草图
adj. 初步画出或（写出）的；（设计、草图、提纲或版本）正在起草中的，草拟的；以草稿形式的；草图的"
elicit,vt. 抽出，引出；引起
implicit,adj. 含蓄的；暗示的；盲从的
explicit,adj. 明确的；清楚的；直率的；详述的
ellipse,n.  椭圆形， 椭圆
eclipse,"n. 日蚀，月蚀；黯然失色
vt. 使黯然失色；形成蚀"
emergence,n. 出现，浮现；发生；露头
emergency,"n. 紧急情况；突发事件；非常时刻
adj. 紧急的；备用的"
eminent,adj. 杰出的；有名的；明显的
prominent,adj. 突出的，显著的；杰出的；卓越的
preeminent,adj. 卓越的；超群的
depreciate,"vi. 贬值；轻视；贬低
vt. 使贬值；贬低；轻视"
appreciate,"vi. 增值；涨价
vt. 欣赏；感激；领会；鉴别"
predict,"vi. 作出预言；作预料，作预报
vt. 预报，预言；预知"
addict,"n. 有瘾的人；入迷的人
vt. 使沉溺；使上瘾"
contradict,"vt. 反驳；否定；与…矛盾；与…抵触
vi. 反驳；否认；发生矛盾"
indict,vt. 控告，起诉； 揭发
contribute,"vt. 贡献，出力；投稿；捐献
vi. 贡献，出力；投稿；捐献
"
attribute,"n. 属性；特质
vt. 归属；把…归于"
distribute,vt. 分配；散布；分开；把…分类
educe,vt. 引出；演绎；使显出
induce,vt. 诱导；引起；引诱；感应
deduce,vt. 推论，推断；演绎出
seduce,vt. 引诱；诱惑；诱奸；怂恿
attempt,"n. 企图，试图；攻击
vt. 企图，试图；尝试"
contempt,n. 轻视，蔑视；耻辱
contemplate,"vt. 沉思；注视；思忖；预期
vi. 冥思苦想；深思熟虑"
contemporary,"n. 同时代的人；同时期的东西
adj. 当代的；同时代的；属于同一时期的"
numb,"vt. 使麻木；使发愣；使失去感觉
adj. 麻木的；发愣的"
benumb,vt. 使迟钝；使麻木；使失去感觉
compress,"vt. 压缩，压紧；精简
vi. 受压缩小"
oppress,vt. 压迫，压抑；使……烦恼；使……感到沉重
suppress,vt. 抑制；镇压；废止
depress,vt. 压抑；使沮丧；使萧条
deficiency,n. 缺陷，缺点；缺乏；不足的数额
sufficiency,n. 足量，充足；自满
devoid,adj. 缺乏的；全无的
avoid,vt. 避免；避开，躲避；消除
respect,"n. 尊敬，尊重；方面；敬意
vt. 尊敬，尊重；遵守"
aspect,n. 方面；方向；形势；外貌
reptile,"n. 爬行动物；卑鄙的人
adj. 爬虫类的；卑鄙的"
retail,"n. 零售
adj. 零售的
vt. 零售；转述
adv. 以零售方式
vi. 零售"
detail,"n. 细节，详情
vt. 详述；选派
vi. 画详图"
reward,"n.  报酬；报答；酬谢
vt.  奖励；奖赏"
award,"n. 奖品；判决
vt. 授予；判定"
rift,"n. 裂缝；不和； 裂口
vt. 使断裂；使分开
vi. 裂开"
drift,"n. 漂流，漂移；趋势；漂流物
vi. 漂流，漂移；漂泊
vt. 使…漂流；使…受风吹积"
roam,"n. 漫步，漫游；流浪
vt. 在…漫步，漫游；在…流浪
vi. 漫游，漫步；流浪"
foam,"n. 泡沫；水沫；灭火泡沫
vt. 使起泡沫；使成泡沫状物
vi. 起泡沫；吐白沫；起着泡沫流动"
rip,"n. 裂口，裂缝
vi. 裂开，被撕裂
vt. 撕；锯"
ripe,"adj. 熟的，成熟的；时机成熟的
vt. 搜查；调查
vi. 进行搜查"
rag,"n. 破布；碎屑
vt. 戏弄；责骂
vi. 变破碎；穿着讲究"
rug,n. 小地毯；毛皮地毯；男子假发
scar,"n. 创伤；伤痕
vt. 伤害；给留下伤痕
vi. 结疤；痊愈"
scarce,"adj. 缺乏的，不足的；稀有的
adv. 仅仅；几乎不；几乎没有"
scare,"n. 恐慌；惊吓；惊恐
vt. 惊吓；把…吓跑
adj. （美）骇人的
vi. 受惊"
