abandon,"n. 放任；狂热
vt. 遗弃；放弃"
ongoing,"adj. 不间断的，进行的；前进的
n. 前进；行为，举止"
onomatopoeia,n. 拟声；声喻法
onset,n. 开始，着手；发作；攻击，进攻
onslaught,n. 猛攻；突击
ooze,"vt. 渗出；泄漏
vi. 渗出；泄漏
n.  软泥"
opal,n. 猫眼石，蛋白石；乳白玻璃
opaque,"adj. 不透明的；不传热的；迟钝的
n. 不透明物
vt. 使不透明；使不反光"
operational,adj. 操作的；运作的
operative,"adj. 有效的；运转着的；从事生产劳动的
n. 侦探；技工"
opt,vi. 选择
optimise,"vt. 使优化；充分利用
vi. 表示乐观"
optimize,"vt. 使最优化，使完善
vi. 优化；持乐观态度"
optimum,"adj. 最适宜的
n. 最佳效果；最适宜条件"
opulent,adj. 丰富的；富裕的；大量的
opus,n. 作品
oracle,n. 神谕；预言；神谕处；圣人
orator,n. 演说者；演讲者；雄辩家；原告
orbital,adj. 轨道的；眼窝的
orchestrate,"vt. 把…编成管弦乐曲；（美）精心安排；把…协调地结合起来
vi. 编管弦乐曲"
orchid,"n. 兰花； 兰科植物；淡紫色
adj. 淡紫色的"
ordain,"vt. 任命某人为牧师；授某人以圣职；（上帝、法律等）命令；注定
vi. 颁布命令"
ordinal,"adj. 顺序的，依次的
n.  序数"
ordinance,n. 条例；法令；圣餐礼
orgasm,n.  性高潮；极度兴奋
orgy,n. 狂欢；放荡
orientation,n. 方向；定向；适应；情况介绍；向东方
ornate,adj. 华丽的；装饰的；（文体）绚丽的
orthodoxy,n. 正统；正教；正统说法
oscillation,n. 振荡；振动；摆动
ostensibly,adv. 表面上；外表
ostentatious,adj. 招摇的；卖弄的；夸耀的；铺张的；惹人注目的
oust,vt. 驱逐；剥夺；取代
outcast,"n. 流浪的人；被驱逐的人
adj. 被遗弃的；无家可归的；被逐出的"
outcry,n. 强烈抗议；大声疾呼；尖叫；倒彩
outfit,"n. 机构；用具；全套装备
vi. 得到装备
vt. 配备；供应"
outgoing,"adj. 对人友好的，开朗的；出发的，外出的；即将离职的；乐于助人的
n. 外出；流出；开支
v. 超过；优于（outgo的ing形式）"
outgrow,vt. 过大而不适于；出生；长大成熟而不再
outlandish,adj. 古怪的；奇异的；异国风格的；偏僻的
outlay,"vt. 花费
n.  经费；支出；费用"
outnumber,vt. 数目超过；比…多
outpost,n. 前哨；警戒部队；边区村落
outreach,"vt. 超越，伸出；超出…的范围
vi. 拓广，延伸
n. 延伸，拓广；扩大服务范围
adj. 扩大服务的"
outright,"adv. 全部地；立刻地；率直地；一直向前；痛快地
adj. 完全的，彻底的；直率的；总共的"
outspoken,adj. 坦率的，直言不讳的
outweigh,vt. 比…重（在重量上）；比…重要；比…有价值
ovation,n. 热烈欢迎；大喝采
overboard,"adv. 自船上落下；向船外
adj. 极其热心的；全身心投入的"
overly,adv. 过度地；极度地
override,"vt. 推翻；不顾；践踏
n. 代理佣金"
overshadow,vt. 使失色；使阴暗；遮阴；夺去…的光彩
oversight,n. 监督，照管；疏忽
overstate,vt. 夸张；夸大的叙述
overt,adj. 明显的；公然的；蓄意的
overture,"n. 前奏曲；提案；序幕
vt. 提议；为……奏前奏曲"
overview,n.  综述；概观
ovum,n.  卵；卵子；卵形装饰
oxidise,vt.& vi. （使某物）氧化，（使某物）生锈
oxidize,"vt. 使氧化；使生锈
vi. 氧化"
pacify,vt. 使平静；安慰；平定
paddy,n. 稻田（复数paddies）；爱尔兰人；Patrick（男子名）和Patricia（女子名）的昵称
padlock,"n. 挂锁；关闭；禁止进入
vt. 用挂锁锁上；关闭"
pagan,"adj. 异教的；异教徒的
n. 异教徒；无宗教信仰者"
pageant,n. 盛会；游行；虚饰；露天表演
painstaking,"adj. 艰苦的；勤勉的；小心的
n. 辛苦；勤勉"
pal,"n. 朋友，伙伴；同志
vi. 结为朋友"
palatable,adj. 美味的，可口的；愉快的
palatal,"n. 上颚音
adj. 腭的；上颚的"
palate,n. 味觉；上颚；趣味
palette,n. 调色板；颜料
palpable,adj. 明显的；可感知的；易觉察的
pamper,vt. 纵容；使…过量；给…吃得过多
panacea,n. 灵丹妙药；万能药
pancake,"n. 薄烤饼；粉饼；平降（全称pancake landing）
vt. 使平坠著陆；使平展
vi. 平坠着陆；平展"
pang,"n. （肉体上）剧痛；苦闷；（精神上）一阵极度的痛苦
vt. 使剧痛；折磨"
panoramic,adj.  全景的
pant,"n. 气喘；喘息；喷气声
vt. 气喘
vi. 喘息；渴望；气喘吁吁地说出某事"
panther,n. 豹；黑豹；美洲豹
pantomime,"n. 哑剧；舞剧；手势
vi. 打手势；演哑剧
vt. 打手势；演哑剧"
par,"n. 标准；票面价值；平均数量
adj. 标准的；票面的"
parable,n. 寓言，比喻；隐晦或谜般的格言
paradigm,n. 范例；词形变化表
paradoxical,adj. 矛盾的；诡论的；似非而是的
paraffin,"n. 石蜡； 链烷烃；硬石蜡
vt. 用石蜡处理；涂石蜡于…"
paralysis,n. 麻痹；无力；停顿
paralytic,"n. 中风患者；麻痹患者
adj. 麻痹的；瘫痪的；中风的"
parameter,n. 参数；系数；参量
paramilitary,"n. 准军事部队
adj. 准军事的；辅助军事的"
paramount,"n. 最高统治者
adj. 最重要的，主要的；至高无上的"
paranoia,n.  偏执狂， 妄想狂
paraphrase,"n. 释义；解释；意译
vt. 释义"
parasite,n. 寄生虫；食客
pare,vt. 消减；削皮；剪；修掉（边等）
parentage,n. 出身；亲子关系；门第；起源
parenthetic,adj. 作为插入句的
parenthetical,adj. 插句的；附加说明的；放在括号里的
parody,"n. 拙劣的模仿；诙谐的改编诗文
vt. 拙劣模仿"
parole,"n. 语言；誓言，诺言；释放宣言
vt. 有条件释放，假释；使假释出狱；宣誓后释放"
parry,"n. 回避；挡开；闪避的回答
vt. 回避；挡开
vi. 回避；阻挡"
parsley,n. 荷兰芹，欧芹
parson,n. 牧师，教区牧师；神职人员
partake,"vi. 吃，喝；分享；参与；分担；带有某种性质
vt. 分担；分享"
partiality,n. 偏心；偏袒；偏爱；癖好
partisan,"n. 游击队；虔诚信徒；党羽
adj. 党派的；效忠的；偏袒的；盲目推崇的"
pasta,n. 意大利面食；面团
pastel,"n. 粉蜡笔；粉蜡笔画
adj. 柔和的；彩色蜡笔的，粉蜡笔的"
pastoral,"n. 牧歌；田园诗；田园景色
adj. 牧师的；牧人的；田园生活的；乡村的"
patchy,adj. 不调和的；拼凑成的；有补丁的
pathology,n. 病理（学）; 异常状态
patio,n. 露台；天井
patriarch,n. 家长；族长；元老；创始人
patronage,n. 赞助；光顾；任免权
patronise,vt. 以高人一等的态度对待; 光顾，惠顾
patronize,vt. 以高人一等的态度对待；经常光顾，惠顾；资助；保护
patter,"n. 行话；轻快脚步声；急速拍打声
vt. 喋喋不休地说；使…发出嗒嗒声
vi. 滴答地响；急速地说；发出急速轻拍声"
pawn,"n. 典当；抵押物；兵，卒；人质
vt. 当掉；以……担保"
payout,n. 支出；花费
payroll,n. 工资单；在册职工人数；工资名单
peat,n. 泥煤；泥炭块；泥炭色
pedagogic,adj. 教师的（等于pedagogical）；教育学的；教授法的
pedagogical,adj. 教育学的；教学法的
pedantic,adj. 迂腐的；学究式的；卖弄学问的；假装学者的
pedestal,"n. 基架，基座；基础
vt. 搁在台上；支持；加座"
pedigree,"n. 血统；家谱
adj. 纯种的"
peek,"n. 偷看；一瞥，看一眼
vi. 窥视，偷看"
pelican,n.  鹈鹕
penalise,vt. 对…予以惩罚; 使处于不利地位
penalize,vt. 处罚；处刑；使不利
pendant,n. 下垂物，垂饰
pending,"prep. 在…期间；直到…时为止；在等待…之际
v. 待定；悬而不决（pend的ing形式）
adj. 未决定的；行将发生的"
penis,n. 阳物； 阴茎
pensioner,n. 领养老金者；领取抚恤金者
pentathlon,n. 五项运动；五项全能运动
penthouse,n. 阁楼；顶层公寓，屋顶房间
peppermint,n. 薄荷；薄荷油；胡椒薄荷；薄荷糖（等于mint）
perceptible,adj. 可察觉的；可感知的；看得见的
perception,n. 知觉； 感觉；看法；洞察力；获取
perceptive,adj. 感知的，知觉的；有知觉力的
percussion,n.  叩诊；振动；碰撞；敲打乐器；打击乐器组
perfunctory,adj. 敷衍的；马虎的；得过且过的
perilous,adj. 危险的，冒险的
perimeter,n. 周长；周界； 视野计
periodic,adj. 周期的；定期的
peripheral,"adj. 外围的；次要的；（神经）末梢区域的
n. 外部设备"
perish,"vi. 死亡；毁灭；腐烂；枯萎
vt. 使麻木；毁坏"
perjury,n. 伪证；伪誓；背信弃义
perk,"n. 小费；额外收入
vt. 使振作；打扮；竖起
vi. 振作；昂首"
permeate,"vt. 渗透，透过；弥漫
vi. 弥漫；透入；散布"
permissible,adj. 可允许的；获得准许的
pernicious,adj. 有害的；恶性的；致命的；险恶的
perpetrate,vt. 犯（罪）；做（恶）
perpetuate,"vt. 使不朽；保持
adj. 长存的"
personage,n. 要人；角色；名士
personify,vt. 使人格化；赋与…以人性
pertain,vi. 属于；关于；适合
pertinent,adj. 相关的，相干的；中肯的；切题的
perturb,vt. 扰乱；使…混乱；使…心绪不宁
pervade,vt. 遍及；弥漫
pervert,"n. 堕落者；行为反常者；性欲反常者；变态
vt. 使堕落；滥用；使反常"
pester,vt. 纠缠，烦扰；使烦恼
pesticide,n. 杀虫剂
phantom,"n. 幽灵；幻影；虚位
adj. 幽灵的；幻觉的；有名无实的"
pharmaceutical,"n. 药物
adj. 制药（学）的"
pheasant,n. 野鸡；雉科鸟
phenomenal,adj. 现象的；显著的；异常的；能知觉的；惊人的，非凡的
philanthropic,adj. 博爱的；仁慈的
phonology,n. 音系学；音韵学；语音体系
phosphorus,n. 磷
physiotherapy,n. 物理疗法
physique,n. 体格，体形
picket,"n. 警戒哨；纠察队； 尖木桩
vt. 派……担任纠察；用尖桩围住
vi. 担任纠察"
pickle,"n. 泡菜；盐卤；腌制食品
vt. 泡；腌制"
pidgin,n. 洋泾滨语；混杂语言；事务
pier,n. 码头，直码头；桥墩；窗间壁
piety,n. 虔诚；孝敬；虔诚的行为或语言
pigsty,n. 猪舍；木垛；脏乱的地方
pike,"n. 通行费；矛；梭子鱼；尖头；收费道路
vt. 用矛刺穿"
pinch,"n. 匮乏；少量；夹痛
vt. 捏；勒索；使苦恼；掐掉某物，修剪
vi. 夹痛；节省"
pinpoint,"n. 针尖；精确位置；极小之物
vt. 查明；精确地找到；准确描述
adj. 精确的；详尽的"
piracy,n. 海盗行为；剽窃；著作权侵害；非法翻印
piss,"n. 小便
vt. 撒尿弄脏
vi. 小便
int. 呸！"
piston,n. 活塞
pitcher,n. 投手；大水罐
pitfall,n. 陷阱，圈套；缺陷；诱惑
pivot,"n. 枢轴；中心点；旋转运动
adj. 枢轴的；关键的
vt. 以…为中心旋转；把…置于枢轴上
vi. 在枢轴上转动；随…转移"
plaid,"n. 格子花呢；格子图案
adj. 有格子图案的"
plaintiff,n. 原告
planetary,adj. 行星的
plank,"n.  厚木板；支架；政纲条款
vt. 在…上铺板；撂下；立刻付款"
plaque,n. 匾；血小板；饰板
plasma,n.  等离子体；血浆； 深绿玉髓
plaster,"n. 石膏；灰泥；膏药
vt. 减轻；粘贴；涂以灰泥；敷以膏药；使平服"
platoon,n. 排，团；一组
play-off,n. 最后决赛；加时比赛
plea,n. 恳求，请求；辩解，辩护；借口，托辞
plead,"vt. 借口；为...辩护；托称
vi. 恳求；辩护"
pleat,"n. 褶；褶状物
vt. 使…打褶"
plenipotentiary,"n. 全权代表；全权大使
adj. 全权代表的；有全权的"
plight,"n. 困境；境况；誓约
vt. 保证；约定"
plumb,"n. 垂直；铅锤
adj. 垂直的
vt. 使垂直；探测，探索
adv. 恰恰，正；垂直地
vi. 当管子工"
plummet,"n.  铅锤，坠子
vi. 垂直落下；（价格、水平等）骤然下跌"
plunger,n.  活塞；潜水者；跳水者；莽撞的人
plush,"adj. 豪华的；长毛绒做的；舒服的
n. 长毛绒"
plutonium,n.  钚（94号元素）
poach,"vt. 水煮；偷猎；窃取；把…踏成泥浆
vi. 偷猎；侵犯；剽窃"
pockmark,"n. 麻子；凹坑
vt. 使留下痘疤；使有凹坑"
poignant,adj. 尖锐的；辛酸的；深刻的；切中要害的
polarity,n.  极性；两极；对立
polemic,"n. 争论；辩论者
adj. 好争论的"
polio,n. 小儿麻痹症（等于poliomyelitis）；脊髓灰质炎
pollen,"n.  花粉
vt. 传授花粉给"
pollster,n. 民意测验专家，民意调查人；整理民意测验结果的人
polyester,n. 聚酯
pompous,adj. 自大的；浮夸的；华而不实的；爱炫耀的
poplar,n. 白杨；白杨木
poppy,"n. 罂粟花；罂粟属植物；深红色
adj. 罂粟科的"
popularise,vt. 使受欢迎; 普及; 使通俗化; 使易懂
popularize,"vt. 普及；使通俗化
vi. 通俗化"
populous,adj. 人口稠密的；人口多的
portfolio,n. 公文包；文件夹；证券投资组合；部长职务
posthumous,adj. 死后的；遗腹的；作者死后出版的
postscript,n. 附言；又及
posture,"n. 姿势；态度；情形
vt. 作…的姿势
vi. 摆姿势"
potency,n. 效能；力量；潜力；权势
potent,adj. 有效的；强有力的，有权势的；有说服力的
potluck,n. 家常便饭；百乐餐（每人自带一个菜的家庭聚会）
pouch,"n. 小袋；育儿袋；烟草袋
vi. 成袋状
vt. 使成袋状；把…装入袋中"
pounce,"n. 猛扑，爪
vt. 扑过去抓住
vi. 突袭，猛扑"
practicality,n. 实用性，实际性；实际，实例
pragmatic,adj. 实际的；实用主义的；国事的
precarious,adj. 危险的；不确定的
precinct,n. 选区；管理区；管辖区
precipitate,"n.  沉淀物
vt. 使沉淀；促成；猛抛；使陷入
adj. 突如其来的；猛地落下的；急促的
vi.  沉淀；猛地落下；冷凝成为雨或雪等"
precipitous,adj. 险峻的；急躁的，鲁莽的
preclude,vt. 排除；妨碍；阻止
predatory,adj. 掠夺的，掠夺成性的；食肉的；捕食生物的
predicament,n. 窘况，困境；状态
prefabricate,vt. 预先制造；预先构思；预制构件
preferential,adj. 优先的；选择的；特惠的；先取的
premature,"n. 早产儿；过早发生的事物
adj. 早产的；不成熟的；比预期早的"
premiere,"n. 初次的演出；女主角
vi. 初次公演；首次露面
vt. 初次公演；初次上演
adj. 首位的；初次的；女主角的"
premium,"n. 额外费用；奖金；保险费;(商)溢价
adj. 高价的；优质的"
premonition,n. 预告；征兆
prenatal,adj. 产前的；胎儿期的； 出生以前的
preoccupied,"v. 抢先占有；使…全神贯注（preoccupy的过去式）
adj. 全神贯注的；心事重重的；被先占的"
prerequisite,"n. 先决条件
adj. 首要必备的"
preschool,"n. 幼儿园，育幼院
adj. 未满学龄的；就学前的，入学前的"
presidium,n. 主席团
pressing,"n. 压；冲压件
v. 压；按；熨烫衣物（press的ing形式）
adj. 紧迫的；迫切的；恳切的"
presume,"vi. 相信；擅自行为
vt. 假定；推测；擅自；意味着"
presumption,n. 放肆，傲慢；推测
presuppose,vt. 假定；预料；以…为先决条件
pretentious,adj. 自命不凡的；炫耀的；做作的
prevalent,adj. 流行的；普遍的，广传的
prism,n. 棱镜； 棱柱
pristine,adj. 原始的，古时的；纯朴的
pro,"n. 赞成者；赞成的意见
prep. 赞成
adv. 赞成地"
probation,n. 试用；缓刑；查验
problematic,adj. 问题的；有疑问的；不确定的
problematical,adj. 有疑问的；成问题的
procedural,adj. 程序上的
proceeding,"n. 进行；程序；诉讼；事项
v. 开始；继续做；行进（proceed的ing形式）"
procure,"vt. 获得，取得；导致
vi. 取得"
prod,"n. 刺针；刺棒；签子
vi. 刺；捅
vt. 刺，戳；刺激"
prodigal,"n. 浪子；挥霍者
adj. 挥霍的；十分慷慨的"
prodigy,n. 奇迹，奇事；奇才；奇观；预兆
profess,"vt. 自称；公开表示；宣称信奉；正式准予加入
vi. 声称；承认；当教授"
profiteer,"n.  奸商；牟取暴利的人
vi. 赚大钱；牟取暴利"
projection,n. 投射；规划；突出；发射；推测
proliferation,n. 增殖，扩散；分芽繁殖
prolific,adj. 多产的；丰富的
prologue,"n. 开场白；序言
vt. 加上…前言；为…作序"
prominence,n. 突出；显著；突出物；卓越
prone,adj. 俯卧的；有…倾向的，易于…的
propagate,"vt. 传播；传送；繁殖；宣传
vi. 繁殖；增殖"
propel,vt. 推进；驱使；激励；驱策
prophesy,"vt. 预言；预告
vi. 预言；预报；传教"
proponent,n. 支持者；建议者；提出认证遗嘱者
proposition,"n.  命题；提议；主题；议题
vt. 向…提议；向…求欢"
prospective,"n. 预期；展望
adj. 未来的；预期的"
prostate,"n.  前列腺
adj. 前列腺的"
protagonist,n. 主角，主演；主要人物，领导者
protocol,"n. 协议；草案；礼仪
vt. 拟定
vi. 拟定"
prototype,n. 原型；标准，模范
protracted,"adj. 拖延的
v. 拖延；绘制；伸展（protract的过去分词）"
protrude,"vi. 突出，伸出
vt. 使突出，使伸出"
provident,adj. 节俭的；有先见之明的；顾及未来的
provisional,"adj. 临时的，暂时的；暂定的
n. 临时邮票"
prowess,n. 英勇；超凡技术；勇猛
proximity,n. 接近，邻近；接近；接近度，距离；亲近
prudent,adj. 谨慎的；精明的；节俭的
pseudo,"n. 伪君子；假冒的人
adj. 冒充的，假的"
psychiatrist,n. 精神病学家，精神病医生
psycho,"n. 心理分析，精神分析；精神病患者
adj. 精神病的；精神病学的"
psychoanalyst,n. 精神分析学家；心理分析学家
psychotherapy,n. 心理疗法；精神疗法
puberty,n. 青春期；开花期
pullover,"n. 套衫
adj. 套领的"
pulpit,n. 讲道坛；高架操纵台；神职人员
pun,"n. 双关语；俏皮话
vt. 捣实敲打
vi. 说双关语；说俏皮话"
pungent,adj. 辛辣的；刺激性的；刺鼻的；苦痛的；尖刻的
punitive,adj. 惩罚性的；刑罚的
purely,adv. 纯粹地；仅仅，只不过；完全地；贞淑地；清洁地
purge,"n. 净化；泻药
vt. 净化；清洗；通便
vi. 净化；通便"
purport,"n. 意义，主旨；意图
vt. 声称；意图；意指；打算"
python,n. 巨蟒；大蟒
quack,"n. 庸医；鸭叫声
adj. 骗人的；冒牌医生的
vi. （鸭子）嘎嘎叫；吹嘘；大声闲聊"
quadrangle,n. 四边形；方院
quadrant,n. 象限； 象限仪；四分之一圆
quadratic,"n. 二次方程式
adj.  二次的"
quadrilateral,"n. 四边形
adj. 四边形的"
quadruple,"n. 四倍
adj. 四倍的；四重的
vt. 使…成四倍
vi. 成为四倍"
quail,"n. 鹌鹑
vi. 畏缩，胆怯；感到恐惧"
quaint,adj. 古雅的；奇怪的；离奇有趣的；做得很精巧的
Quaker,
qualifier,"n.  修饰语
n. 资格赛，预选赛；取得资格的人"
qualm,n. 疑虑；不安
quantifier,n.  量词；数量词；精于计算的人
quantum,n. 量子论；额；美国昆腾公司（世界领先的硬盘生产商）
quarantine,"n. 检疫；隔离；检疫期；封锁
vt. 检疫；隔离；使隔离
vi. 实行隔离"
quartet,n. 四重奏；四重唱；四件一套
quartz,n. 石英
quash,vt. 撤销；镇压；宣布无效；捣碎
quaver,"n. 颤抖；八分音符；颤音
vt. 颤抖
vi. 颤抖；发颤音"
quell,vt. 平息；镇压；减轻；消除
quench,"vt. 熄灭， 淬火；解渴；结束；冷浸
vi. 熄灭；平息"
querulous,adj. 易怒的，暴躁的；爱发牢骚的，抱怨的；爱挑剔的
quibble,"n. 谬论；双关语；遁辞
vi. 诡辩；挑剔；说模棱两可的话
vt. 对…诡辩"
quick,"n. 核心；伤口的嫩肉
adj. 快的；迅速的，敏捷的；灵敏的
adv. 迅速地，快"
quicksand,n.  流沙，危险状态
quintessence,n. 精华；典范；第五元素（被视为地、水、火、风以外之构成宇宙的元素）
quintet,n. 五重奏，五重唱；男子篮球队； 五位字节
quip,"n. 妙语；嘲弄；讽刺语
vi. 嘲弄；讥讽
vt. 嘲弄"
quirk,n. 怪癖；急转；借口
rabbi,n. 拉比（犹太人的学者）；法师；犹太教律法专家；先生
rabid,adj. 激烈的；狂暴的；偏激的；患狂犬病的
rabies,n.  狂犬病，恐水病
racer,n. 比赛者；比赛用的汽车
racket,"n. 球拍；吵闹，喧闹
vt. 过着花天酒地的生活
vi. 过着花天酒地的生活"
racketeer,"n. 骗子；敲诈者
vt. 对…进行勒索
vi. 敲诈"
radiant,"n. 光点；发光的物体
adj. 辐射的；容光焕发的；光芒四射的"
raffle,"n. 废物；抽彩售货
vt. 抽彩售货
vi. 抽彩"
raft,"n. 筏；救生艇；（美）大量
vt. 筏运；制成筏
vi. 乘筏"
raiser,n. 饲养者；提高者；栽培者；筹集者
rake,"n. 耙子；斜度；钱耙；放荡的人，浪子
vt. 倾斜；搜索；掠过；用耙子耙
vi. 搜索；用耙子耙；掠过，擦过"
RAM,
ramble,"vi. 漫步；漫游；闲逛；漫谈；蔓延
vt. 漫步于…
n. 漫步；漫游；随笔"
ramification,n. 衍生物；分枝，分叉；支流
rampage,"n. 暴怒；暴跳；乱闹
vi. 狂暴；乱闹；发怒"
rampant,adj. 猖獗的；蔓延的；狂暴的；奔放的
rampart,"n. 壁垒；垒；防御土墙
vt. 用壁垒围绕；防卫"
rancid,adj. 腐臭的；令人作呕的，讨厌的
rancour,n. 深仇；敌意
randy,"n. 莽汉；粗鲁悍妇
adj. 好色的；喧闹的；粗俗的"
ranger,n. 突击队员；漫游者；骑警；别动队员
rap,"n. 轻敲
vi. 敲击；交谈
vt. 抢走；轻敲；敲击致使；使着迷"
rapist,n. 强奸犯
rapport,n. 密切关系，交往；和谐一致
rapprochement,n. 友好；恢复邦交；友善关系的建立
rapt,adj. 全神贯注的；入迷的
rapture,"n. 兴高采烈
vt. 使…狂喜"
rarity,n. 罕见；珍贵；珍品（需用复数）；稀薄
rasp,"n.  粗锉刀；锉磨声；刺耳声
vt. 用粗锉刀锉；粗声粗气地说
vi. 锉磨；用粗嘎的嗓门说"
rateable,adj. 可评价的，按比例的
rationale,n. 基本原理；原理的阐述
rationalise,"vt. 使合理化
vt.& vi. 为错误的或有害的行为找理由"
rationalize,"vt. 使……合理化；使……有理化；为……找借口
vi. 实行合理化；作辩解；合理地思考"
rattle,"vt. 使发出咯咯声；喋喋不休；使慌乱，使惊慌
vi. 喋喋不休地讲话；发出卡嗒卡嗒声
n. 喋喋不休的人；吓吱声，格格声"
ravine,n. 沟壑，山涧；峡谷
ravish,vt. 强夺；强奸；使着迷
reaffirm,vt. 再肯定，重申；再断言
rear-admiral,
rearguard,"n. 后卫
adj. 无望取胜的；殿后抵挡的"
rearmament,n.  重整军备；改良装备
reassure,vt. 使…安心，使消除疑虑
rebate,"n. 折扣
vt. 减少；打折扣
vi. 退还部分付款，打折扣"
rebound,"n. 回弹；篮板球
v. 重新装订（rebind的过去式和过去分词）
vt. 使弹回
vi. 回升；弹回"
recapture,"vt. 夺回；拿回；再体验；政府征收再经历
n. 夺回；取回；政府对公司超额收益或利润的征收"
recipient,"n. 容器，接受者；容纳者
adj. 容易接受的，感受性强的"
reciprocate,"vt. 报答；互换；互给
vi. 往复运动；互换；酬答；互给"
reciprocity,n. 相互作用（复数reciprocities）；相互性；互惠主义
recline,"vt. 使躺下；使斜倚
vi. 靠；依赖；斜倚"
recompense,"n. 赔偿；报酬
vt. 赔偿；酬谢
vi. 赔偿"
reconciliation,n. 和解；调和；和谐；甘愿
recount,"n. 重算
vt. 叙述；重新计算"
recoup,"vt. 收回；恢复；偿还；扣除
vi. 获得补偿；请求扣除"
recourse,n. 求援，求助； 追索权；依赖；救生索
rectify,vt. 改正；精馏；整流
rectitude,n. 公正；诚实；清廉
rector,n. 校长；院长；教区牧师
recur,vi. 复发；重现；采用；再来；循环；递归
redbrick,"n. 新大学；十九世纪在伦敦之外成立的大学
adj. 新大学的"
redemption,n. 赎回；拯救；偿还；实践
redemptive,adj. 赎回的；赎身的；挽回的
redolent,adj. 芬芳的；有…香味的；令人想起…的
redraw,vt. 重画
redress,"n. 救济；赔偿；矫正
vt. 救济；赔偿；纠正；重新调整"
reductio ad absurdum,n. <拉>归谬法，间接证明法，反证法（说明某一命题的反面为不可能或荒谬，以证明该命题为正确）
redundant,adj. 多余的，过剩的；被解雇的，失业的；冗长的，累赘的
reedy,adj. 芦苇丛生的；芦苇做的；芦苇状的；似笛声的
re-examine,vt. 再检验
referendum,n. 公民投票权；外交官请示书
refurbish,vt. 刷新；再磨光
refutation,n. 反驳；驳斥；辩驳
regal,adj. 帝王的；王室的；豪华的；庄严的
regarding,prep. 关于，至于
regatta,n. 赛舟会；平底船比赛
regeneration,n.  再生，重生；重建
regent,"n. 摄政王；摄政者；州立大学董事会董事；统治者
adj. 摄政的；统治的"
registrar,n. 登记员；注册主任；专科住院医师
registry,n. 注册；登记处；挂号处；船舶的国籍
regress,"n. 回归；退回
vi. 逆行，倒退；复归
vt. 使…倒退"
regret,"n. 遗憾；抱歉；悲叹
vi. 感到后悔；感到抱歉
vt. 后悔；惋惜；哀悼"
regularity,n. 规则性；整齐；正规；匀称
reimburse,vt. 偿还；赔偿
rein,"n. 缰绳；驾驭；统治；支配
vt. 控制；驾驭；勒住
vi. 勒住马"
reinstate,vt. 使恢复；使复原
rejuvenate,"vt. 使年轻；使更新；使恢复精神；使复原
vi. 复原；变年轻"
relapse,"n. 复发，再发；故态复萌；回复原状
vi. 故态复萌；旧病复发；再度堕落；再陷邪道"
relegate,vt. 把降低到；归入；提交
relent,"v. 再借给（relend的过去分词）
vt. 使变温和；减轻
vi. 变温和，变宽厚；减弱；缓和"
relentless,adj. 无情的；残酷的；不间断的
relinquish,vt. 放弃；放手；让渡
relish,"n. 滋味；风味；食欲；开胃小菜；含义；调味品
vt. 盼望;期待;享受; 品味；喜爱；给…加佐料
vi. 有特定意味；味道可口"
remedial,adj. 治疗的；补救的；矫正的
remembrance,n. 回想，回忆；纪念品；记忆力
reminiscent,"n. 回忆录作者；回忆者
adj. 怀旧的，回忆往事的；耽于回想的"
remit,"n. 移交的事物
vt. 宽恕；免除；减轻；传送；使恢复原状
vi. 汇款；缓和"
remnant,"n. 剩余
adj. 剩余的"
remorse,n. 懊悔；同情
remunerate,vt. 酬劳；给与报酬；赔偿
rend,"vt. 撕碎；分裂；强夺
vi. 将……撕开；使……分离"
rendezvous,"n. 约会；约会地点；集结地
vi. 会合；约会
vt. 在指定地点与…相会"
rendition,n. 译文；演奏；提供；引渡逃奴
renegade,"n. 叛徒；变节者；脱党者
vi. 背叛；脱离
adj. 叛徒的；背弃的；脱离的"
renown,"n. 声誉；名望
vt. 使有声望"
renunciation,n. 放弃；脱离关系；拒绝承认；抛弃；弃权
reorient,vt. 使适应；再调整
reparation,n. 赔偿；修理；赔款
repellent,"n. 防护剂；防水布；排斥力
adj. 排斥的；防水的；弹回的；令人讨厌的"
repentance,n. 悔改；后悔
repercussion,n. 反响；弹回；反射；浮动诊胎法；令人不满意的后果
repertoire,n. 全部节目；计算机指令系统；（美）某人或机器的全部技能
repine,vi. 抱怨；不满
replenish,vt. 补充，再装满；把…装满；给…添加燃料
replica,n. 复制品，复制物
replicate,"n. 复制品；八音阶间隔的反覆音
vt. 复制；折叠
adj. 复制的；折叠的
vi. 重复；折转"
repository,n. 贮藏室，仓库；知识库；智囊团
repress,"vt. 抑制；镇压（叛乱等）；约束
vi. 抑制；镇压"
reprimand,"n. 谴责；训斥；申诉
vt. 谴责；训斥；责难"
reprisal,n. 报复（行为）；报复性劫掠
reprove,"vt. 责骂；谴责；非难
vi. 责备；指责；非难"
repudiate,vt. 拒绝；否定；批判；与…断绝关系；拒付
repugnant,adj. 讨厌的；矛盾的；敌对的
repulse,"n. 拒绝；击退
vt. 拒绝；驱逐；憎恶"
repute,"n. 名誉；声望
vt. 名誉；认为；把…称为"
requiem,n. 安魂曲；追思弥撒
requisite,"n. 必需品
adj. 必备的，必不可少的；需要的"
requisition,"n. 征用；要求；申请书；引渡要求
vt. 征用；申请领取"
reservist,n. 在乡军人；后备军人
reshape,vt. 改造；再成形
