enable,vt. 使能够，使成为可能；授予权利或方法
silver,"n. 银；银器；银币；银质奖章；餐具；银灰色
adj. 银的；含银的；有银色光泽的；口才流利的；第二十五周年的婚姻
vt. 镀银；使有银色光泽
vi. 变成银色"
clay,"n.  粘土；泥土；肉体；似黏土的东西
vt. 用黏土处理"
outside,"adj. 外面的，外部的；外来的
n. 外部；外观
adv. 在外面，向外面；在室外
prep. 在…范围之外"
united,adj. 一致的，统一的；团结的，和睦的
tropical,adj. 热带的；热情的；酷热的
attendance,n. 出席；到场；出席人数；考勤
bin,"n. 箱子，容器；二进制
vt. 把…放入箱中"
emphasise,vt. （英）强调；加强…的语气（等于emphasize ）
emphasize,vt. 强调，着重
teenage,"n. 青少年时期
adj. 青少年的；十几岁的"
aspiration,n. 渴望；抱负；送气；吸气；吸引术
loyal,"adj. 忠诚的，忠心的；忠贞的
n. 效忠的臣民；忠实信徒"
outbreak,"n. （战争的）爆发；（疾病的）发作
vi. 爆发"
cement,"n. 水泥；接合剂
vt. 巩固，加强；用水泥涂；接合
vi. 粘牢"
interruption,n. 中断；干扰；中断之事
tolerant,adj. 宽容的；容忍的；有耐药力的
solemn,adj. 庄严的，严肃的；隆重的，郑重的
knowledgeable,adj. 知识渊博的，有知识的；有见识的；聪明的
ego,n. 自我；自负；自我意识
cruise,"n. 巡航，巡游；乘船游览
vt. 巡航，巡游；漫游
vi. 巡航，巡游；漫游"
vitality,n. 活力，生气；生命力，生动性
assemble,"vt. 集合，聚集；装配；收集
vi. 集合，聚集"
exhibit,"n. 展览品；证据；展示会
vt. 展览；显示；提出（证据等）
vi. 展出；开展览会"
depiction,n. 描写，叙述
assignment,n. 分配；任务；作业；功课
naughty,adj. 顽皮的，淘气的；不听话的；没规矩的；不适当的；下流的
headteacher,n. 中小学的校长
rental,"n. 租金收入，租金；租赁
adj. 租赁的；收取租金的"
underestimate,"n. 低估
vt. 低估；看轻"
toe,"n. 脚趾；足尖
vt. 用脚尖走；以趾踏触
vi. 动脚尖；用足尖跳舞"
earnest,"n. 认真；定金；诚挚
adj. 认真的，热心的；重要的"
blend,"n. 混合；掺合物
vi. 混合；协调
vt. 混合"
handbook,n. 手册；指南
contraction,n. 收缩，紧缩；缩写式；害病
clarity,n. 清楚，明晰；透明
wagon,"n. 货车，四轮马车
vt. 用运货马车运输货物"
waggon,n. 四轮运货马车；运货车
lawn,n. 草地；草坪
inferior,"n. 下级；次品
adj. 差的；自卑的；下级的，下等的"
belongings,n.  财产，所有物；亲戚
competitive,adj. 竞争的；比赛的；求胜心切的
breed,"n.  品种；种类，类型
vt. 繁殖；饲养；养育，教育；引起
vi. 繁殖；饲养；产生"
occasional,adj. 偶然的；临时的；特殊场合的
historical,adj. 历史的；史学的；基于史实的
observation,n. 观察；监视；观察报告
convict,"n. 罪犯
vt. 证明…有罪；宣告…有罪"
attorney,n. 律师；代理人；检查官
enrich,vt. 使充实；使肥沃；使富足
arouse,"vt. 引起；唤醒；鼓励
vi. 激发；醒来；发奋"
impressive,adj. 感人的；令人钦佩的；给人以深刻印象的
booklet,n. 小册子
championship,n. 锦标赛；冠军称号；冠军的地位
cane,"n. 手杖；藤条；细长的茎
vt. 以杖击；以藤编制"
marine,"adj. 船舶的；海生的；海产的；航海的，海运的
n. 海运业；舰队；水兵；（海军）士兵或军官"
scale,"n. 规模；比例；鳞；刻度；天平；数值范围
vt. 测量；攀登；刮鳞；依比例决定
vi. 衡量；攀登；剥落；生水垢"
poverty,n. 贫困；困难；缺少；低劣
producer,n. 制作人，制片人；生产者；发生器
bolt,"n. 螺栓，螺钉；闪电，雷电；门闩；弩箭;（布的）一匹，一卷
vt. 筛选；囫囵吞下；（把门、窗等）闩上；突然说出，脱口说出
vi. （门窗等）闩上，拴住；冲出，跳出；（马等的）脱缰；囫囵吞下
adv. 突然地；像箭似地；直立地"
invasion,n. 入侵，侵略；侵袭；侵犯
thrive,vi. 繁荣，兴旺；茁壮成长
deficiency,n. 缺陷，缺点；缺乏；不足的数额
convinced,"v. 使确信（convince的过去分词）；说服
adj. 确信的；深信的"
defect,"n. 缺点，缺陷；不足之处
vi. 变节；叛变"
donation,n. 捐款，捐赠物；捐赠
interference,n. 干扰，冲突；干涉
willingness,n. 乐意；心甘情愿；自动自发
spacecraft,n.  宇宙飞船，航天器
startle,"n. 惊愕；惊恐
vt. 使吓一跳；使惊奇
vi. 惊吓；惊跳；惊奇"
biologist,n. 生物学家
nerve,"n. 神经；勇气； 叶脉
vt. 鼓起勇气"
crown,"n. 王冠；花冠；王权；顶点
vt. 加冕；居…之顶；表彰；使圆满完成"
bureau,n. 局，处；衣柜；办公桌
code,"n. 代码，密码；编码；法典
vt. 编码；制成法典
vi. 指定遗传密码"
embarrassment,n. 窘迫，难堪；使人为难的人或事物；拮据
deck,"n. 甲板；行李仓；露天平台
vt. 装饰；装甲板；打扮"
presidential,adj. 总统的；首长的；统辖的
convention,n. 大会； 惯例； 约定； 协定；习俗
artwork,n. 艺术品；插图；美术品
curiosity,n. 好奇，好奇心；珍品，古董，古玩
collaboration,n. 合作；勾结；通敌
fascination,n. 魅力；魔力；入迷
advanced,"adj. 先进的；高级的；晚期的；年老的
v. 前进；增加；上涨（advance的过去式和过去分词形式）"
bystander,n. 旁观者；看热闹的人
gratitude,n. 感谢（的心情）；感激
confusing,"v. 使迷惑；使混乱不清；使困窘（confuse的ing形式）
adj. 混乱的；混淆的；令人困惑的"
multiplication,n.  乘法；增加
automation,n. 自动化；自动操作
thanksgiving,n. 感恩
satisfied,"v. 使满意（satisfy的过去式）
adj. 感到满意的"
artistic,adj. 艺术的；风雅的；有美感的
liberal,"adj. 自由主义的；慷慨的；不拘泥的；宽大的
n. 自由主义者"
furnish,vt. 提供；供应；装备
metro,n. 地铁；大都市；伦敦地下铁道；麦德隆（财富500强公司之一，总部所在地德国，主要经营零售）
basically,adv. 主要地，基本上
hinder,"vt. 阻碍；打扰
adj. 后面的
vi. 成为阻碍"
adaptable,adj. 适合的；能适应的；可修改的
prince,n. 王子，国君；亲王；贵族
compel,vt. 强迫，迫使；强使发生
crack,"n. 裂缝；声变；噼啪声
adj. 最好的；高明的
vi. 破裂；爆裂
vt. 使破裂；打开；变声"
rosy,adj. 蔷薇色的，玫瑰红色的；美好的；乐观的；涨红脸的
illusion,n. 幻觉，错觉；错误的观念或信仰
competitor,n. 竞争者，对手
wheelchair,n. 轮椅
formula,n.  公式，准则；配方；婴儿食品
formulae,n. 公式（formula的复数）；规则；客套话
conscious,adj. 意识到的；故意的；神志清醒的
cabin,"n. 小屋；客舱；船舱
vt. 把…关在小屋里
vi. 住在小屋里"
sunset,n. 日落，傍晚
sensitivity,n. 敏感；敏感性；过敏
cashier,"n. 出纳员；司库；收银员
vt. 解雇；抛弃"
administrator,n. 管理人；行政官
acceptance,n. 接纳；赞同；容忍
affectionately,adv. 亲切地；挚爱地
waterproof,"n. 防水材料
vt. 使防水
adj. 防水的，不透水的"
upright,"n. 垂直；竖立
adj. 正直的，诚实的；垂直的，直立的；笔直的；合乎正道的"
eventual,adj. 最后的，结果的；可能的；终于的
blossom,"n. 花；开花期；兴旺期；花开的状态
vi. 开花；兴旺；发展成"
specialise,"vt. 使专门化；限定…的范围；深入（等于specialize）
vi. 专门研究（等于specialize）"
specialize,"vi. 专门从事；详细说明；特化
vt. 使专门化；使适应特殊情况；详细说明"
fluctuate,"vi. 波动；涨落；动摇
vt. 使波动；使动摇"
fairly,adv. 相当地；公平地；简直
announcement,n. 公告；宣告；发表；通告
closet,"n. 壁橱；议事室，密室；小房间
adj. 秘密的，私下的；空谈的
vt. 把…关在私室中"
obligation,n. 义务；职责；债务
deliberate,"adj. 故意的；深思熟虑的；从容的
vt. 仔细考虑；商议"
amusing,"adj. 有趣的，好玩的；引人发笑的
v. 逗乐；打发；使…高兴（amuse的ing形式）"
hint,"n. 暗示；线索
vt. 暗示；示意
vi. 示意"
superficial,adj. 表面的；肤浅的 ；表面文章的；外表的；（人）浅薄的
uneasy,adj. 不舒服的；心神不安的；不稳定的
birthright,n. 与生俱来的权利；长子继承权
infectious,adj. 传染的；传染性的；易传染的
regularly,adv. 定期地；有规律地；整齐地；匀称地
definite,adj. 一定的；确切的
sensible,"n. 可感觉到的东西; 敏感的人;
adj. 明智的; 通情达理的; 合乎情理的; 意识到的，能感觉到的;"
width,n. 宽度；广度
cynical,adj. 愤世嫉俗的；冷嘲的
collective,"n. 集团；集合体；集合名词
adj. 集体的；共同的；集合的；集体主义的"
crawl,"n. 爬行；养鱼池；匍匐而行
vt. 爬行；缓慢地行进
vi. 爬行；匍匐行进"
fruitful,adj. 富有成效的；多产的；果实结得多的
gene,n.  基因，遗传因子
charter,"n. 宪章；执照；特许状
vt. 特许；包租；发给特许执照"
script,"n. 脚本；手迹；书写用的字母
vt. 把…改编为剧本
vi. 写电影脚本"
steadily,adv. 稳定地；稳固地；有规则地
combat,"n. 战斗；争论
adj. 战斗的；为…斗争的
vi. 战斗；搏斗
vt. 反对；与…战斗"
rebel,"n. 反叛者；叛徒
adj. 反抗的；造反的
vi. 反叛；反抗；造反"
factual,adj. 事实的；真实的
injection,n. 注射；注射剂；充血；射入轨道
cliff,n. 悬崖；绝壁
productivity,n. 生产力；生产率；生产能力
forum,n. 论坛，讨论会；法庭；公开讨论的广场
exceed,"vt. 超过；胜过
vi. 超过其他"
chop,"n. 砍；排骨；商标；削球
(俚)丑人
vt. 剁碎；砍"
governor,n. 主管人员；统治者，管理者； 调节器；地方长官
affirmative,"n. 肯定语；赞成的一方
adj. 肯定的；积极的"
revolve,"n. 旋转；循环；旋转舞台
vt. 使…旋转；使…循环；反复考虑
vi. 旋转；循环出现；反复考虑"
crisp,"adj. 脆的；新鲜的；易碎的
vt. 使卷曲；使发脆
vi. 卷曲；发脆
n. 松脆物；油炸马铃薯片"
clinical,adj. 临床的；诊所的
measurable,adj. 可测量的；重要的；重大的
keyword,n. 密码；关键字
offend,"vt. 冒犯；使…不愉快
vi. 违反；进攻；引起不舒服"
correspondent,n. 通讯记者；客户；通信者；代理商行
fleet,"n. 舰队；港湾；小河
adj. 快速的，敏捷的
vt. 消磨
vi. 飞逝；疾驰；掠过"
smartphone,n. 智能手机
certainty,n. 必然；确实；确实的事情
winery,n. 酿酒厂；葡萄酒酿造厂（复数wineries）
diversity,n. 多样性；差异
continuous,adj. 连续的，持续的；继续的；连绵不断的
depart,"adj. 逝世的
vi. 离开；出发，起程；违反；去世"
diplomat,n. 外交家，外交官；有外交手腕的人；处事圆滑机敏的人
waterfall,n. 瀑布；瀑布似的东西
chase,"n. 追逐；追赶；追击
vt. 追逐；追捕；试图赢得；雕镂
vi. 追逐；追赶；奔跑"
lag,"n. 落后；迟延；防护套；囚犯；桶板
vt. 落后于；押往监狱；加上外套
vi. 滞后；缓缓而行；蹒跚
adj. 最后的"
bookmark,n. 书签（等于bookmarker）；标记
tricky,adj. 狡猾的；机警的
scatter,"n. 分散；散播，撒播
vt. 使散射；使散开，使分散；使散播，使撒播
vi. 分散，散开；散射"
tender,"n. 偿付，清偿；看管人；小船
adj. 温柔的；柔软的；脆弱的；幼稚的；难对付的
vt. 提供，偿还；使…变嫩；使…变柔软
vi. 投标；变柔软"
perspective,"n. 观点；远景；透视图
adj. 透视的"
contradiction,n. 矛盾；否认；反驳
liar,n. 说谎的人
detection,n. 侦查，探测；发觉，发现；察觉
handmade,adj. 手工的；手制的
participant,"n. 参与者；关系者
adj. 参与的；有关系的"
slippery,adj. 滑的；狡猾的；不稳定的
furthermore,adv. 此外；而且
selfless,adj. 无私的；不考虑自己的
senator,n. 参议员；（古罗马的）元老院议员；评议员，理事
bubble,"n. 气泡，泡沫，泡状物；透明圆形罩，圆形顶
vt. 使冒泡；滔滔不绝地说
vi. 沸腾，冒泡；发出气泡声"
considerable,adj. 相当大的；重要的，值得考虑的
caretaker,"n. 看管者；看门人；守护者
adj. 临时代理的"
browse,"n. 浏览；吃草
vt. 浏览；吃草
vi. 浏览；吃草；漫不经心地看商品"
relieve,vt. 解除，减轻；使不单调乏味；换…的班；解围；使放心
skinny,"n. 机密情报；内部消息；小道消息
adj. 皮的；皮包骨的；紧身的；小气的"
portrait,n. 肖像；描写；半身雕塑像
addiction,n. 上瘾，沉溺；癖嗜
anymore,adv. 再也不，不再
grant,"n. 拨款； 授予物
vt. 授予；允许；承认
vi. 同意"
tunnel,"n. 隧道；坑道；洞穴通道
vt. 挖；在…打开通道；在…挖掘隧道
vi. 挖掘隧道；打开通道"
tragedy,n. 悲剧；灾难；惨案
breeze,"n. 微风；轻而易举的事；煤屑；焦炭渣；小风波
vi. 吹微风；逃走"
continual,adj. 持续不断的；频繁的
standardise,vt. 使…符合标准；使…标准化；使…统一
standardize,vt. 使标准化；用标准检验
drift,"n. 漂流，漂移；趋势；漂流物
vi. 漂流，漂移；漂泊
vt. 使…漂流；使…受风吹积"
memorise,vt. （英）记忆；存储（等于memorize）
memorize,vt. 记住，背熟；记忆
evolve,"vi. 发展，进展；进化；逐步形成
vt. 发展，进化；进化；使逐步形成；推断出"
faulty,adj. 有错误的；有缺点的
moderation,n. 适度；节制；温和；缓和
beloved,"n. 心爱的人；亲爱的教友
adj. 心爱的；挚爱的"
dependent,"n. 依赖他人者；受赡养者
adj. 依靠的；从属的；取决于…的"
spoil,"n. 次品；奖品
vt. 溺爱；糟蹋；破坏；掠夺
vi. 掠夺；变坏；腐败"
carnival,n. 狂欢节，嘉年华会；饮宴狂欢
classification,n. 分类；类别，等级
stupidity,n. 愚蠢；糊涂事
chaotic,adj. 混沌的；混乱的，无秩序的
password,n. 密码；口令
elementary,adj. 基本的；初级的； 元素的
fame,"n. 名声，名望；传闻，传说
vt. 使闻名，使有名望"
variable,"n.  变量；可变物，可变因素
adj. 变量的；可变的；易变的，多变的；变异的， 畸变的"
talented,adj. 有才能的；多才的
mortgage,"vt. 抵押
n. 抵押
房屋抵押贷款"
aviation,n. 航空；飞行术；飞机制造业
continental,"n. 欧洲人
adj. 大陆的；大陆性的"
glimpse,"n. 一瞥，一看
vt. 瞥见
vi. 瞥见"
satisfactory,adj. 满意的；符合要求的；赎罪的
magical,adj. 魔术的；有魔力的
briefcase,n. 公文包
compress,"vt. 压缩，压紧；精简
vi. 受压缩小"
similarity,n. 类似；相似点
popularity,n. 普及，流行；名气；受大众欢迎
innocence,n. 清白，无罪；天真无邪
airway,n. 导气管；空中航线；通风孔
resignation,n. 辞职；放弃；辞职书；顺从
feedback,n. 反馈；成果，资料；回复
underneath,"prep. 在…的下面；在…的形式下；在…的支配下
n. 下面；底部
adj. 下面的；底层的
adv. 在下面；在底下"
excellence,n. 优秀；美德；长处
halfway,"adj. 中途的；不彻底的
adv. 到一半；在中途"
exaggerate,"vt. 使扩大；使增大
vi. 夸大；夸张"
coarse,adj. 粗糙的；粗俗的；下等的
overnight,"adv. 通宵；突然；昨晚
adj. 晚上的；通宵的；前夜的
n. 头天晚上；一夜的逗留
vt. 连夜快递
vi. 过一夜"
extinct,"adj. 灭绝的，绝种的；熄灭的
vt. 使熄灭"
auxiliary,"n. 助动词；辅助者，辅助物；附属机构
adj. 辅助的；副的；附加的"
breakdown,n. 故障；崩溃；分解；分类；衰弱；跺脚曳步舞
concentration,n. 浓度；集中；浓缩；专心；集合
appliance,n. 器具；器械；装置
fatal,adj. 致命的；重大的；毁灭性的；命中注定的
preservation,n. 保存，保留
coordinate,"n. 坐标；同等的人或物
vt. 调整；整合
adj. 并列的；同等的
vi. 协调"
venture,"n. 企业；风险；冒险
vt. 敢于
vi. 冒险；投机"
abundance,n. 充裕，丰富
perfection,n. 完善；完美
fashionable,adj. 流行的；时髦的；上流社会的
blade,n. 叶片；刀片，刀锋；剑
tremendous,adj. 极大的，巨大的；惊人的；极好的
brighten,"vt. 使闪亮；使生辉；使快乐高兴
vi. 明亮；变亮；活跃；快乐高兴"
disappearance,n. 消失；不见
despair,"n. 绝望；令人绝望的人或事
vi. 绝望，丧失信心"
sunrise,n. 日出；黎明
icy,adj. 冰冷的；冷淡的；结满冰的
stroke,"n. （游泳或划船的）划；中风；（打、击等的）一下；冲程；（成功的）举动；尝试；轻抚
vt. （用笔等）画；轻抚；轻挪；敲击；划尾桨；划掉；（打字时）击打键盘
vi. 击球；作尾桨手，指挥划桨；（打字时）击打键盘"
autonomy,n. 自治，自治权
beam,"n. 横梁；光线；电波；船宽； 秤杆
vt. 发送；以梁支撑；用…照射；流露
vi. 照射；堆满笑容"
sophisticated,"adj. 复杂的；精致的；久经世故的；富有经验的
v. 使变得世故；使迷惑；篡改（sophisticate的过去分词形式）"
weird,"n. （苏格兰）命运；预言
adj. 怪异的；不可思议的；超自然的"
mystery,n. 秘密，谜；神秘，神秘的事物；推理小说，推理剧；常作 mysteries 秘技，秘诀
marginal,adj. 边缘的；临界的；末端的
compound,"n.  化合物；混合物；复合词
adj. 复合的；混合的
v. 合成；混合；恶化，加重；和解，妥协"
disgust,"n. 厌恶，嫌恶
vt. 使厌恶；使作呕"
legend,n. 传奇；说明；图例；刻印文字
mutual,adj. 共同的；相互的，彼此的
consequently,adv. 因此；结果；所以
engagement,"n. 婚约；约会；交战；诺言
n. 参与度（指用户点赞、转发、评论、下载文档、观看视频、咨询等交互行为）"
neglect,"vt. 疏忽，忽视；忽略
n. 疏忽，忽视；怠慢"
inherit,"vt. 继承；遗传而得
vi. 成为继承人"
roar,"n. 咆哮；吼；轰鸣
vi. 咆哮；吼叫；喧闹
vt. 咆哮；呼喊；使……轰鸣"
logic,"n. 逻辑；逻辑学；逻辑性
adj. 逻辑的"
laser,n. 激光
zoological,"adj. 动物的，动物学的
n. 动物园"
revolutionary,"n. 革命者
adj. 革命的；旋转的；大变革的"
copyright,"n. 版权，著作权
adj. 版权的；受版权保护的
vt. 保护版权；为…取得版权"
competent,adj. 胜任的；有能力的；能干的；足够的
capture,"n. 捕获；战利品，俘虏
vt. 俘获；夺得；捕捉，拍摄,录制"
ecological,adj. 生态的，生态学的
mammal,n.  哺乳动物
boast,"n. 自夸；值得夸耀的事物，引以为荣的事物
vi. 自吹自擂
vt. 夸口说，自吹自擂说；以有…而自豪"
boredom,n. 厌倦；令人厌烦的事物
propose,"vi. 建议；求婚；打算
vt. 建议；打算，计划；求婚"
clarification,n. 澄清，说明；净化
negotiation,n. 谈判；转让；顺利的通过
crude,"n. 原油；天然的物质
adj. 粗糙的；天然的，未加工的；粗鲁的"
heal,"vt. 治愈，痊愈；和解
vi. 痊愈"
faculty,n. 科，系；能力；全体教员
jealous,adj. 妒忌的；猜疑的；唯恐失去的；戒备的
contented,"v. 使…满足；使…安心（content的过去式和过去分词）
adj. 满足的；心安的"
reflection,n. 反射；沉思；映象
appetizing,adj. 开胃的；促进食欲的
clip,"vi. 剪；修剪；剪下报刊上的文章（或新闻、图片等）；迅速行动；用别针别在某物上，用夹子夹在某物上
n. （塑料或金属的）夹子；回纹针；修剪；剪报
vt. 剪；剪掉；缩短；给…剪毛（或发）用别针别在某物上，用夹子夹在某物上"
explosion,n. 爆炸；爆发；激增
eligible,"n. 合格者；适任者；有资格者
adj. 合格的，合适的；符合条件的；有资格当选的"
advisory,"n. 报告；公告
adj. 咨询的；顾问的；劝告的"
relaxation,n. 放松；缓和；消遣
necessity,n. 需要；必然性；必需品
calculation,n. 计算；估计；计算的结果；深思熟虑
gear,"n. 齿轮；装置，工具；传动装置
adj. 好极了
vt. 开动；搭上齿轮；使……适合；使……准备好
vi. 适合；搭上齿轮；开始工作"
ecologist,n. 生态学者
favorable,adj. 有利的；良好的；赞成的，赞许的；讨人喜欢的
favourable,"n. 有利
adj. 有利的，顺利的；赞成的"
revenue,n. 税收，国家的收入；收益
wireless,"n. 无线电
adj. 无线的；无线电的
vt. 用无线电报与…联系；用无线电报发送
vi. 打无线电报；打无线电话"
preventive,"n. 预防药；预防法
adj. 预防的，防止的"
complementary,adj. 补足的，补充的
donor,"n. 捐赠者；供者；赠送人
adj. 捐献的；经人工授精出生的"
stiff,"adj. 呆板的；坚硬的；严厉的；拘谨的
adv. 僵硬地；彻底地
n. 死尸；令人讨厌者；流通票据；劳动者
vt. 诈骗；失信"
attentive,adj. 留意的，注意的
reverse,"n. 背面；相反；倒退；失败
adj. 反面的；颠倒的；反身的
vt. 颠倒；倒转
vi. 倒退；逆叫"
creativity,n. 创造力；创造性
dense,adj. 稠密的；浓厚的；愚钝的
disapprove,"vi. 不赞成；不喜欢
vt. 不赞成；不同意"
drown,"vt. 淹没；把…淹死
vi. 淹死；溺死"
restrictive,"n. 限制词
adj. 限制的；限制性的；约束的"
magnificent,adj. 高尚的；壮丽的；华丽的；宏伟的
sizable,adj. 相当大的；大小相当的
sizeable,adj. 大的，相当大的
bucket,"n. 桶，水桶；铲斗；一桶的量
v. 倾盆而下；颠簸着行进"
executive,"n. 总经理；执行委员会；执行者；经理主管人员
adj. 行政的；经营的；执行的，经营管理的"
fingerprint,"n. 指纹；手印
vt. 采指纹"
transportation,n. 运输；运输系统；运输工具；流放
locate,"vt. 位于；查找…的地点
vi. 定位；定居"
commander,n. 指挥官；司令官
parade,"n. 游行；阅兵；炫耀；行进；阅兵场
vt. 游行；炫耀；列队行进
vi. 游行；炫耀；列队行进"
frame,"n. 框架；结构； 画面
adj. 有木架的；有构架的
vt. 设计；建造；陷害；使…适合
vi. 有成功希望"
temper,"n. 脾气；（钢等）回火；性情；倾向
vt. 使回火；锻炼；调和；使缓和
vi. 回火；调和"
temptation,n. 引诱；诱惑物
farewell,"n. 告别，辞别；再见；再会
adj. 告别的
int. 别了！（常含有永别或不容易再见面的意思）；再会！"
formation,n. 形成；构造；编队
circulation,n. 流通，传播；循环；发行量
refreshment,n. 点心；起提神作用的东西；精力恢复
explosive,"n. 炸药；爆炸物
adj. 爆炸的；爆炸性的；爆发性的"
thoughtful,adj. 深思的；体贴的；关切的
envious,adj. 羡慕的；嫉妒的
excessive,adj. 过多的，极度的；过分的
hesitation,n. 犹豫
condense,"vt. 使浓缩；使压缩
vi. 浓缩；凝结"
sector,"n. 部门；扇形，扇区；象限仪；函数尺
vt. 把…分成扇形"
assertive,adj. 肯定的；独断的；坚定而自信的
fate,"n. 命运
vt. 注定"
admiration,n. 钦佩；赞赏；羡慕；赞美
transformation,n.  转化；转换；改革；变形
uncover,"vt. 发现；揭开；揭露
vi. 发现；揭示；揭去盖子"
speechless,adj. 说不出话的；哑的；非言语所能表达的
casually,adv. 随便地；偶然地；临时地
behold,"vt. 看；注视；把...视为
vi. 看
int. 瞧；看呀"
tray,n. 托盘；文件盒；隔底匣；（无线电的）发射箱
misfortune,n. 不幸；灾祸，灾难
opposition,n. 反对；反对派；在野党；敌对
employer,n. 雇主，老板
cautiously,adv. 慎重地，谨慎地
inspiration,n. 灵感；鼓舞；吸气；妙计
compassion,n. 同情；怜悯
discharge,"n. 排放；卸货；解雇
vt. 解雇；卸下；放出；免除
vi. 排放；卸货；流出"
affordable,adj. 负担得起的
charming,"adj. 迷人的；可爱的
v. 使陶醉（charm的现在分词）"
criticism,n. 批评；考证；苛求
giant,"n. 巨人；伟人； 巨大的动物
adj. 巨大的；巨人般的"
lean,"vi. 倾斜；倚靠；倾向；依赖
adj. 瘦的；贫乏的，歉收的
vt. 使倾斜
n. 瘦肉；倾斜；倾斜度"
retirement,n. 退休，退役
absorption,n. 吸收；全神贯注，专心致志
anonymous,adj. 匿名的，无名的；无个性特征的
prevention,n. 预防；阻止；妨碍
horror,n. 惊骇；惨状；极端厌恶；令人恐怖的事物
blond,"adj. 金发的
n. 白肤碧眼金发的人"
blonde,"n. 白肤金发碧眼的女人
adj. 亚麻色的；金色的；白皙的；白肤金发碧眼的"
vitamin,n.  维生素； 维他命
entertain,"vt. 娱乐；招待；怀抱；容纳
vi. 款待"
juicy,adj. 多汁的；利润多的；生动的
invisible,adj. 无形的，看不见的；无形的；不显眼的，暗藏的
assure,vt. 保证；担保；使确信；弄清楚
conditioner,n. 调节器；调节剂；调料槽
heroic,"n. 史诗；英勇行为
adj. 英雄的；英勇的；记叙英雄及其事迹的；夸张的"
earnings,n. 收入
naval,adj. 海军的；军舰的
flock,"n. 群；棉束（等于floc）
vi. 聚集；成群而行
vt. 用棉束填满"
nourish,vt. 滋养；怀有；使健壮
guidebook,n. 旅行指南；指导手册
tighten,"vt. 变紧；使变紧
vi. 绷紧；变紧"
imagination,n.  想象力；空想；幻想物
elevator,n. 电梯；升降机；升降舵；起卸机
lift,"vt. 举起；提升；鼓舞；空运；抄袭
vi. 消散；升起；耸立
n. 电梯；举起；起重机；搭车"
clash,"n. 冲突，不协调；碰撞声，铿锵声
vt. 使碰撞作声
vi. 冲突，抵触；砰地相碰撞，发出铿锵声"
discard,"n. 抛弃；被丢弃的东西或人
vt. 抛弃；放弃；丢弃
vi. 放弃"
weave,"vi. 纺织；编成；迂回行进
vt. 编织；编排；使迂回前进
n. 织物；织法；编织式样"
headquarters,n. 总部；指挥部；司令部
commence,v. 开始；着手；<英>获得学位
erect,"vt. 使竖立；建造；安装
adj. 竖立的；笔直的；因性刺激而勃起的
vi. 直立；勃起"
productive,adj. 能生产的；生产的，生产性的；多产的；富有成效的
expressway,n. （美）高速公路
literacy,n. 读写能力；精通文学
frown,"n. 皱眉，蹙额
vt. 皱眉，蹙额
vi. 皱眉；不同意"
impatient,adj. 焦躁的；不耐心的
intentional,adj. 故意的；蓄意的；策划的
reunion,n. 重聚；（班级或学校的）同学会，同窗会
deceive,v. 欺骗；行骗
distract,vt. 转移；分心
exception,n. 例外；异议
principal,"adj. 主要的；资本的
n. 首长；校长；资本；当事人"
exhausted,"v. 耗尽；用尽；使…精疲力尽（exhaust的过去式）
adj. 疲惫的；耗尽的"
industrial,"n. 工业股票；工业工人
adj. 工业的，产业的；从事工业的；供工业用的；来自勤劳的"
seasonal,adj. 季节的；周期性的；依照季节的
fertilizer,n.  肥料；受精媒介物；促进发展者
mechanical,adj. 机械的；力学的；呆板的；无意识的；手工操作的
keen,"adj. 敏锐的，敏捷的；渴望的；强烈的；热心的；锐利的
n. 痛哭，挽歌"
backpack,"n. 双肩背包，背包；远足用的背包
vt. 挑运；把…放入背包
vi. 背负简便行李旅行；挑运"
excitement,n. 兴奋；刺激；令人兴奋的事物
corruption,n. 贪污，腐败；堕落
dim,"n. 笨蛋，傻子
adj. 暗淡的，昏暗的；模糊的，看不清的；悲观的，怀疑的
vt. 使暗淡，使失去光泽；使变模糊
vi. 变模糊，变暗淡"
bloom,"n. 花；青春；旺盛
vt. 使开花；使茂盛
vi. 开花；茂盛"
devise,"n. 遗赠
vt. 设计；想出；发明；图谋；遗赠给"
bookseller,n. 书商；售书员
bind,"n. 捆绑；困境；讨厌的事情；植物的藤蔓
vt. 绑；约束；装订；包扎；凝固
vi. 结合；装订；有约束力；过紧"
specialisation,n. 特殊化，专门化，特化作用
specialization,n. 专门化；特殊化；特化作用
amazed,"v. 使…吃惊；把…弄糊涂（amaze的过去分词）
adj. 惊奇的，吃惊的"
delightful,adj. 可爱的，可喜的；讨人喜欢的；令人愉快的
pursuit,n. 追赶，追求；职业，工作
blast,"n. 爆炸；冲击波；一阵
vt. 爆炸；损害；使枯萎
vi. 猛攻"
cable,"n. 缆绳；电缆；海底电报
vt. 打电报
vi. 打海底电报"
robbery,n. 抢劫，盗窃；抢掠
critic,n. 批评家，评论家；爱挑剔的人
cultural,adj. 文化的；教养的
directly,"conj. 一…就
adv. 直接地；立即；马上；正好地；坦率地"
likewise,adv. 同样地；也
recommendation,n. 推荐；建议；推荐信
define,vt. 定义；使明确；规定
bankrupt,"n.  破产者
adj. 破产的
vt. 使破产"
civic,adj. 市的；公民的，市民的
commerce,n. 贸易；商业；商务
applause,n. 欢呼，喝采；鼓掌欢迎
